B,G,R,class
128,129,89,normal
169,167,119,normal
57,115,181,anomaly
166,182,235,anomaly
232,188,151,normal
64,65,21,normal
98,16,4,normal
55,23,231,normal
170,182,130,normal
95,101,60,normal
140,140,86,normal
35,34,8,normal
83,92,130,anomaly
55,56,22,normal
85,88,33,normal
59,130,194,anomaly
174,176,130,normal
196,195,157,normal
49,47,47,normal
150,188,252,anomaly
202,200,165,normal
97,133,203,anomaly
190,128,212,normal
95,141,218,anomaly
178,174,126,normal
58,62,27,normal
82,48,208,normal
49,50,24,normal
96,139,202,anomaly
183,182,138,normal
131,131,101,normal
80,91,129,anomaly
124,131,88,normal
120,176,111,normal
182,178,137,normal
200,199,165,normal
190,188,147,normal
181,178,134,normal
198,209,253,anomaly
170,168,120,normal
86,89,40,normal
109,230,250,normal
174,169,124,normal
0,1,1,normal
171,170,119,normal
127,129,87,normal
227,138,181,normal
161,130,109,normal
194,192,158,normal
162,164,144,normal
97,150,223,anomaly
156,160,124,normal
175,175,135,normal
180,178,130,normal
62,27,238,normal
55,56,22,normal
181,178,134,normal
200,198,163,normal
114,156,223,anomaly
93,93,45,normal
56,118,182,anomaly
13,11,0,normal
160,164,129,normal
18,14,3,normal
155,157,111,normal
196,196,156,normal
184,178,133,normal
196,194,159,normal
63,67,26,normal
131,135,94,normal
55,59,18,normal
107,138,193,anomaly
150,188,252,anomaly
110,148,206,anomaly
90,65,247,normal
182,183,141,normal
82,32,12,normal
199,197,162,normal
180,178,137,normal
183,184,140,normal
165,165,117,normal
52,56,21,normal
82,84,32,normal
153,156,107,normal
16,14,3,normal
162,160,112,normal
148,191,254,anomaly
183,183,137,normal
149,170,231,anomaly
195,194,156,normal
197,196,158,normal
114,112,64,normal
55,56,24,normal
179,178,134,normal
198,197,159,normal
125,130,85,normal
175,172,127,normal
129,132,86,normal
181,179,131,normal
198,198,158,normal
163,164,114,normal
59,63,22,normal
0,128,0,normal
162,161,111,normal
196,195,157,normal
183,181,133,normal
20,17,2,normal
143,146,97,normal
18,17,13,normal
157,161,125,normal
144,186,251,anomaly
172,171,121,normal
16,16,0,normal
185,184,140,normal
132,132,132,normal
154,155,105,normal
239,215,225,normal
57,55,44,normal
85,86,36,normal
44,94,146,anomaly
51,97,145,anomaly
63,62,41,normal
135,137,147,normal
183,181,133,normal
172,173,129,normal
181,178,134,normal
63,65,36,normal
180,180,132,normal
179,178,127,normal
0,2,2,normal
180,181,139,normal
186,185,141,normal
134,169,219,anomaly
149,152,106,normal
57,61,26,normal
186,185,141,normal
191,157,37,normal
180,178,137,normal
43,44,34,normal
109,147,205,anomaly
115,73,80,normal
168,181,237,anomaly
155,154,98,normal
125,163,217,anomaly
172,172,124,normal
0,20,151,normal
165,163,115,normal
255,255,237,normal
180,179,135,normal
114,82,46,normal
198,198,158,normal
155,157,111,normal
172,170,122,normal
133,134,90,normal
16,17,15,normal
134,131,80,normal
195,194,156,normal
118,159,208,anomaly
96,97,41,normal
106,146,204,anomaly
162,176,228,anomaly
119,157,221,anomaly
34,33,7,normal
74,77,28,normal
165,177,231,anomaly
180,178,137,normal
204,203,169,normal
167,163,114,normal
162,161,111,normal
37,37,7,normal
11,11,5,normal
76,73,22,normal
104,103,52,normal
148,147,97,normal
198,195,164,normal
114,115,113,normal
192,76,45,normal
182,179,135,normal
126,172,226,anomaly
180,177,132,normal
231,241,248,normal
175,173,125,normal
77,83,128,anomaly
133,134,244,normal
150,190,255,anomaly
179,177,129,normal
88,86,32,normal
52,103,165,anomaly
97,148,228,anomaly
161,163,127,normal
202,201,163,normal
15,14,10,normal
238,227,223,normal
109,153,216,anomaly
20,21,0,normal
162,96,168,normal
63,93,152,anomaly
199,197,163,normal
151,192,255,anomaly
64,65,21,normal
181,179,131,normal
199,197,162,normal
180,179,135,normal
180,178,130,normal
180,177,132,normal
20,21,12,normal
149,186,255,anomaly
179,176,131,normal
38,39,5,normal
181,181,133,normal
171,171,131,normal
118,157,212,anomaly
167,163,114,normal
178,178,132,normal
197,196,158,normal
177,175,127,normal
174,170,122,normal
186,186,146,normal
77,80,31,normal
57,59,23,normal
132,171,223,anomaly
183,180,136,normal
136,173,223,anomaly
32,33,7,normal
157,177,232,anomaly
180,178,130,normal
141,177,231,anomaly
142,139,194,anomaly
65,119,114,normal
157,158,118,normal
199,197,162,normal
163,165,129,normal
171,170,119,normal
127,137,244,normal
104,149,223,anomaly
175,174,124,normal
181,178,134,normal
55,56,22,normal
177,174,129,normal
156,161,122,normal
200,200,164,normal
51,76,210,normal
93,138,219,anomaly
141,140,89,normal
157,156,100,normal
76,79,47,normal
172,171,121,normal
173,189,236,anomaly
91,84,45,normal
150,153,157,normal
164,163,113,normal
10,2,187,normal
7,6,8,normal
2,1,3,normal
47,63,122,anomaly
131,135,94,normal
178,178,132,normal
179,176,132,normal
195,194,156,normal
65,61,42,normal
178,178,130,normal
72,73,31,normal
154,98,79,normal
161,159,105,normal
74,84,124,anomaly
63,63,23,normal
113,116,66,normal
166,166,118,normal
53,57,22,normal
108,139,200,anomaly
124,171,227,anomaly
179,176,131,normal
162,161,111,normal
187,183,148,normal
132,163,216,anomaly
217,99,50,normal
179,177,129,normal
1,1,1,normal
136,163,230,anomaly
171,170,119,normal
157,157,103,normal
151,94,217,normal
111,111,105,normal
148,149,99,normal
73,74,24,normal
141,141,101,normal
165,164,114,normal
89,67,249,normal
128,168,217,anomaly
4,4,4,normal
7,5,5,normal
83,84,34,normal
144,142,88,normal
94,143,217,anomaly
167,164,113,normal
178,179,135,normal
53,57,21,normal
97,151,222,anomaly
136,139,90,normal
182,180,139,normal
170,170,124,normal
20,17,3,normal
179,177,129,normal
160,164,128,normal
46,42,24,normal
142,181,233,anomaly
163,163,115,normal
196,194,154,normal
26,24,6,normal
109,150,213,anomaly
2,0,0,normal
143,142,91,normal
148,151,102,normal
132,137,92,normal
163,163,115,normal
176,174,126,normal
135,173,221,anomaly
171,169,121,normal
29,172,149,normal
67,67,21,normal
153,156,107,normal
248,250,250,normal
171,170,120,normal
235,214,229,normal
159,162,123,normal
159,162,123,normal
41,36,111,normal
72,73,33,normal
46,106,166,anomaly
119,154,218,anomaly
52,65,121,anomaly
157,161,125,normal
155,159,118,normal
69,69,29,normal
200,198,163,normal
186,185,141,normal
88,86,32,normal
179,177,129,normal
154,157,108,normal
103,141,206,anomaly
8,7,0,normal
163,162,112,normal
97,97,43,normal
201,200,162,normal
15,14,0,normal
198,198,158,normal
220,207,205,normal
50,52,16,normal
59,57,22,normal
162,160,112,normal
39,36,8,normal
2,0,173,normal
96,137,200,anomaly
172,169,124,normal
167,165,111,normal
123,155,220,anomaly
196,196,156,normal
55,56,22,normal
132,131,73,normal
173,175,139,normal
85,135,201,anomaly
157,161,125,normal
141,140,90,normal
181,180,136,normal
78,117,192,anomaly
199,197,163,normal
140,179,224,anomaly
40,103,161,anomaly
165,163,115,normal
95,146,216,anomaly
146,184,226,anomaly
36,91,66,normal
159,161,125,normal
23,24,14,normal
188,189,147,normal
0,0,172,normal
138,139,89,normal
50,106,165,anomaly
154,156,104,normal
29,29,5,normal
156,163,120,normal
50,50,14,normal
156,163,126,normal
140,141,99,normal
253,223,222,normal
67,100,86,normal
3,2,0,normal
171,171,125,normal
55,56,22,normal
187,170,137,normal
201,200,162,normal
128,130,88,normal
4,0,0,normal
167,163,114,normal
184,181,136,normal
82,181,239,normal
42,43,3,normal
137,140,91,normal
181,178,134,normal
196,195,157,normal
173,173,125,normal
167,163,114,normal
201,199,164,normal
58,58,58,normal
139,140,90,normal
41,40,12,normal
177,174,129,normal
169,166,121,normal
57,58,16,normal
155,175,232,anomaly
76,79,30,normal
180,178,137,normal
170,170,122,normal
174,169,124,normal
177,174,129,normal
138,140,88,normal
77,42,252,normal
165,165,117,normal
198,198,158,normal
167,163,114,normal
180,180,132,normal
225,190,217,normal
53,54,20,normal
33,49,31,normal
65,169,76,normal
94,98,149,anomaly
153,191,255,anomaly
71,73,31,normal
200,198,163,normal
58,57,36,normal
93,91,37,normal
180,177,132,normal
141,76,98,normal
180,180,134,normal
192,191,153,normal
44,88,135,anomaly
65,125,185,anomaly
158,161,116,normal
201,200,162,normal
62,89,223,normal
46,99,156,anomaly
172,173,131,normal
148,160,224,anomaly
175,172,127,normal
66,84,145,anomaly
140,164,230,anomaly
54,55,21,normal
147,182,232,anomaly
200,195,164,normal
61,62,22,normal
131,135,94,normal
96,96,42,normal
196,123,65,normal
101,102,46,normal
176,176,128,normal
128,155,211,anomaly
44,43,5,normal
195,193,153,normal
133,169,223,anomaly
138,141,92,normal
117,116,78,normal
106,110,81,normal
47,119,255,normal
42,95,145,anomaly
162,161,111,normal
37,89,65,normal
172,171,121,normal
143,186,249,anomaly
20,18,0,normal
177,176,126,normal
91,136,217,anomaly
155,162,219,anomaly
163,177,229,anomaly
90,146,217,anomaly
143,145,93,normal
138,139,89,normal
168,185,236,anomaly
45,48,3,normal
144,142,88,normal
6,5,9,normal
107,156,218,anomaly
122,73,89,normal
172,143,128,normal
114,113,55,normal
158,160,118,normal
121,132,140,normal
63,64,24,normal
72,69,48,normal
0,0,255,normal
15,14,0,normal
80,24,5,normal
127,127,67,normal
164,163,113,normal
253,252,254,normal
20,17,3,normal
205,216,254,anomaly
199,197,163,normal
176,174,126,normal
190,188,148,normal
179,177,129,normal
118,113,98,normal
98,152,223,anomaly
53,57,22,normal
152,151,95,normal
12,15,13,normal
127,167,216,anomaly
182,182,134,normal
51,51,15,normal
156,175,220,anomaly
142,143,93,normal
64,65,23,normal
174,173,122,normal
172,171,121,normal
136,137,93,normal
83,89,32,normal
201,199,164,normal
63,68,23,normal
186,188,142,normal
108,111,102,normal
245,249,250,normal
0,1,0,normal
173,172,122,normal
171,187,240,anomaly
53,55,19,normal
181,196,245,anomaly
34,33,5,normal
179,176,131,normal
149,189,254,anomaly
96,138,221,anomaly
198,195,157,normal
141,142,92,normal
34,38,19,normal
170,168,120,normal
144,178,224,anomaly
167,166,116,normal
203,201,166,normal
25,86,180,normal
127,140,232,normal
168,169,119,normal
170,162,109,normal
75,77,31,normal
90,93,37,normal
164,163,113,normal
180,177,133,normal
9,11,5,normal
200,199,161,normal
153,180,236,anomaly
124,130,95,normal
150,183,232,anomaly
57,97,146,anomaly
26,45,20,normal
199,198,160,normal
65,68,29,normal
28,69,54,normal
34,33,7,normal
47,91,138,anomaly
162,160,112,normal
148,150,98,normal
198,196,162,normal
40,40,16,normal
241,205,169,normal
135,175,227,anomaly
98,99,43,normal
183,179,138,normal
39,91,74,normal
73,82,125,anomaly
149,149,101,normal
47,102,147,anomaly
178,175,131,normal
176,173,122,normal
204,202,168,normal
58,63,24,normal
170,187,238,anomaly
171,167,143,normal
130,133,88,normal
155,157,105,normal
55,102,156,anomaly
169,185,228,anomaly
165,163,115,normal
42,102,161,anomaly
178,178,132,normal
179,175,134,normal
183,184,142,normal
175,172,127,normal
106,105,47,normal
159,162,117,normal
0,255,255,normal
83,83,35,normal
120,122,180,anomaly
197,196,158,normal
163,163,115,normal
122,121,63,normal
151,189,254,anomaly
165,164,114,normal
53,53,17,normal
73,76,27,normal
130,170,222,anomaly
179,178,134,normal
197,195,160,normal
178,176,128,normal
55,102,156,anomaly
195,196,157,normal
52,53,19,normal
145,183,241,anomaly
45,99,152,anomaly
178,175,131,normal
42,43,9,normal
184,181,136,normal
67,117,93,normal
159,173,225,anomaly
37,39,9,normal
4,1,0,normal
132,133,93,normal
58,56,45,normal
200,198,163,normal
59,61,25,normal
154,158,117,normal
155,157,165,normal
101,96,157,normal
223,207,201,normal
110,122,234,normal
184,182,134,normal
181,182,143,normal
127,149,174,anomaly
192,190,172,normal
53,78,212,normal
76,77,35,normal
54,55,21,normal
0,0,181,normal
137,172,222,anomaly
255,209,255,normal
89,126,194,anomaly
180,178,154,normal
139,179,228,anomaly
54,56,20,normal
72,81,124,anomaly
178,178,132,normal
132,135,90,normal
163,163,115,normal
131,179,245,anomaly
14,12,1,normal
219,207,201,normal
226,237,245,normal
176,174,126,normal
156,162,127,normal
20,17,2,normal
87,54,212,normal
149,160,220,anomaly
101,100,44,normal
178,175,131,normal
17,14,0,normal
53,73,130,anomaly
182,179,135,normal
76,75,54,normal
48,48,12,normal
198,197,159,normal
204,203,169,normal
102,149,223,anomaly
48,24,196,normal
152,155,110,normal
69,72,22,normal
204,203,169,normal
54,55,21,normal
124,158,212,anomaly
251,227,215,normal
119,221,216,normal
100,139,194,anomaly
71,73,27,normal
160,163,124,normal
128,173,230,anomaly
182,183,144,normal
98,74,240,normal
197,193,158,normal
173,188,237,anomaly
126,131,100,normal
88,96,149,anomaly
104,128,164,anomaly
117,119,73,normal
146,188,247,anomaly
163,162,112,normal
111,151,216,anomaly
182,179,135,normal
163,161,113,normal
176,172,124,normal
139,139,85,normal
199,195,160,normal
22,53,38,normal
140,143,97,normal
50,51,19,normal
46,46,10,normal
69,71,25,normal
154,155,111,normal
170,169,125,normal
22,16,3,normal
21,15,0,normal
144,143,87,normal
55,56,22,normal
143,145,93,normal
51,117,255,normal
200,199,161,normal
163,178,234,anomaly
105,148,215,anomaly
143,163,228,anomaly
0,139,106,normal
178,176,128,normal
174,188,236,anomaly
4,0,72,normal
5,3,2,normal
15,14,0,normal
198,197,159,normal
197,194,149,normal
162,171,235,anomaly
60,62,26,normal
130,169,221,anomaly
163,163,115,normal
158,157,101,normal
89,186,244,normal
137,138,88,normal
163,168,113,normal
195,196,157,normal
128,171,220,anomaly
124,158,224,anomaly
135,138,89,normal
138,138,92,normal
170,188,235,anomaly
186,185,141,normal
60,64,23,normal
106,107,51,normal
77,80,31,normal
108,161,20,normal
84,113,182,anomaly
90,92,40,normal
160,164,123,normal
193,193,153,normal
187,186,190,normal
54,54,18,normal
168,165,120,normal
16,7,187,normal
180,180,134,normal
68,69,25,normal
145,143,89,normal
182,179,135,normal
62,121,183,anomaly
60,100,152,anomaly
171,187,229,anomaly
46,97,160,anomaly
244,241,227,normal
84,84,36,normal
150,190,255,anomaly
16,13,0,normal
181,178,134,normal
177,174,129,normal
181,175,138,normal
2,4,5,normal
199,197,162,normal
171,168,123,normal
54,58,17,normal
62,62,22,normal
141,167,213,anomaly
165,163,115,normal
174,172,124,normal
147,144,93,normal
171,187,234,anomaly
105,109,162,anomaly
20,21,12,normal
164,178,231,anomaly
149,189,254,anomaly
76,79,30,normal
130,99,76,normal
138,139,89,normal
24,1,0,normal
64,62,27,normal
130,168,226,anomaly
179,176,131,normal
136,139,100,normal
32,22,128,normal
34,33,7,normal
201,197,162,normal
180,177,132,normal
2,1,0,normal
54,47,238,normal
157,161,126,normal
127,131,90,normal
60,63,24,normal
118,158,217,anomaly
19,18,4,normal
185,183,135,normal
143,146,97,normal
50,91,130,anomaly
178,176,128,normal
229,234,237,normal
133,135,93,normal
61,63,21,normal
10,13,4,normal
180,178,130,normal
93,28,14,normal
158,155,104,normal
137,78,93,normal
172,170,122,normal
198,196,161,normal
165,165,117,normal
201,200,162,normal
127,169,228,anomaly
112,111,55,normal
158,156,102,normal
74,74,26,normal
107,159,229,anomaly
199,197,162,normal
183,179,138,normal
199,197,162,normal
196,123,65,normal
170,207,241,anomaly
16,13,0,normal
33,34,8,normal
251,253,254,normal
168,182,231,anomaly
157,156,112,normal
103,222,247,normal
174,174,128,normal
174,172,124,normal
1,2,0,normal
154,153,97,normal
58,122,186,anomaly
178,175,131,normal
163,162,112,normal
54,55,16,normal
123,164,213,anomaly
133,164,233,anomaly
173,172,122,normal
104,205,203,normal
141,181,246,anomaly
67,114,170,anomaly
54,105,168,anomaly
117,154,222,anomaly
48,67,128,anomaly
86,52,206,normal
140,139,81,normal
99,98,47,normal
122,117,102,normal
140,143,98,normal
205,204,170,normal
180,175,130,normal
184,186,144,normal
192,192,152,normal
135,160,224,anomaly
51,47,236,normal
44,70,52,normal
169,184,230,anomaly
136,139,90,normal
145,169,229,anomaly
153,157,121,normal
72,59,197,normal
171,169,121,normal
172,174,128,normal
135,139,90,normal
143,142,86,normal
180,177,132,normal
174,172,132,normal
192,189,144,normal
210,205,174,normal
186,184,144,normal
92,69,245,normal
2,2,2,normal
34,33,7,normal
58,112,172,anomaly
171,185,238,anomaly
161,164,125,normal
179,177,129,normal
149,149,101,normal
121,156,220,anomaly
181,182,140,normal
186,183,138,normal
205,204,170,normal
136,159,227,anomaly
70,76,51,normal
153,156,141,normal
252,254,254,normal
104,150,227,anomaly
144,183,245,anomaly
53,94,143,anomaly
34,85,58,normal
179,177,129,normal
107,109,63,normal
134,175,224,anomaly
114,113,55,normal
61,131,114,normal
181,177,136,normal
173,169,121,normal
63,119,174,anomaly
141,145,96,normal
155,157,111,normal
119,156,218,anomaly
164,162,114,normal
180,180,134,normal
170,171,121,normal
136,139,90,normal
145,143,89,normal
55,56,16,normal
170,169,119,normal
247,249,249,normal
123,41,29,normal
52,57,18,normal
107,111,164,anomaly
101,90,100,normal
179,174,129,normal
85,60,234,normal
201,200,162,normal
158,162,126,normal
96,149,222,anomaly
173,185,239,anomaly
206,205,171,normal
178,176,128,normal
22,25,0,normal
127,133,86,normal
168,180,234,anomaly
81,79,49,normal
199,197,162,normal
141,140,82,normal
45,47,25,normal
146,149,94,normal
171,171,131,normal
205,204,170,normal
182,179,135,normal
180,180,134,normal
197,196,158,normal
53,58,19,normal
199,199,159,normal
0,255,0,normal
190,191,149,normal
164,163,113,normal
126,161,225,anomaly
160,176,223,anomaly
7,7,1,normal
167,181,234,anomaly
60,25,235,normal
128,131,86,normal
203,199,198,normal
115,117,111,normal
141,140,82,normal
121,120,62,normal
54,54,18,normal
126,125,67,normal
102,103,47,normal
199,198,160,normal
0,2,175,normal
155,159,118,normal
186,183,139,normal
198,198,158,normal
181,178,133,normal
180,177,133,normal
44,104,163,anomaly
0,0,0,normal
56,103,154,anomaly
171,172,128,normal
18,14,3,normal
165,165,117,normal
143,140,89,normal
123,161,215,anomaly
69,72,23,normal
58,56,46,normal
183,179,138,normal
148,93,216,normal
199,197,163,normal
65,67,25,normal
149,153,188,normal
177,175,127,normal
2,0,0,normal
165,165,119,normal
202,201,163,normal
134,169,219,anomaly
147,144,89,normal
55,60,21,normal
53,55,19,normal
84,53,208,normal
168,166,112,normal
138,139,89,normal
175,176,126,normal
122,144,169,anomaly
102,142,201,anomaly
178,176,128,normal
62,124,188,anomaly
47,108,255,normal
88,92,141,anomaly
179,178,134,normal
108,147,221,anomaly
179,177,129,normal
178,178,132,normal
149,160,150,normal
64,125,191,anomaly
11,11,5,normal
143,148,117,normal
188,186,145,normal
154,153,97,normal
193,193,153,normal
164,186,244,anomaly
15,15,1,normal
164,162,114,normal
182,181,123,normal
120,152,218,anomaly
73,87,136,anomaly
128,137,235,normal
148,150,98,normal
55,54,40,normal
